ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,1319,7,14872,Advance,
27007,221,0,2136,Ararat,
27009,301,2,2937,Belews Creek,
27011,543,7,5411,Boonville,
27012,2843,51,28954,Clemmons,
27013,635,8,6495,Cleveland,
27014,82,2,957,Cooleemee,
27016,165,2,1682,Danbury,
27017,1091,14,9499,Dobson,
27018,715,6,8221,East Bend,
27019,347,1,4234,Germanton,
27020,700,6,6104,Hamptonville,
27021,1804,46,17979,King,
27022,98,2,1512,Lawsonville,
27023,1020,4,12775,Lewisville,
27024,281,3,2683,Lowgap,
27025,1017,27,11117,Madison,
27027,363,18,4017,Mayodan,
27028,2768,30,28039,Mocksville,
27030,4405,103,37641,Mount Airy,
27040,1025,10,13150,Pfafftown,
27041,733,8,8020,Pilot Mountain,
27042,69,2,720,Pine Hall,
27043,526,6,6442,Pinnacle,
27045,1033,8,9583,Rural Hall,
27046,154,1,1953,Sandy Ridge,
27047,117,2,1279,Siloam,
27048,740,9,8902,Stoneville,
27050,324,4,4084,Tobaccoville,
27051,718,6,8287,Walkertown,
27052,986,23,10061,Walnut Cove,
27053,202,2,3156,Westfield,
27054,305,5,2608,Woodleaf,
27055,1766,29,14521,Yadkinville,
27101,1835,37,24321,Winston Salem,
27103,3105,41,36071,Winston Salem,
27104,2558,36,29383,Winston Salem,
27105,4114,42,40186,Winston Salem,
27106,4439,58,51378,Winston Salem,
27107,5064,46,52432,Winston Salem,
27127,3990,26,38510,Winston Salem,
27157,46,0,5,Winston Salem,
27203,2822,53,21876,Asheboro,
27205,3809,47,34549,Asheboro,
27207,287,2,3806,Bear Creek,
27208,148,2,1691,Bennett,
27209,711,40,4151,Biscoe,
27212,391,1,1600,Blanch,
27214,1077,12,11747,Browns Summit,
27215,4696,77,44892,Burlington,
27217,5271,103,39111,Burlington,
27229,564,18,4014,Candor,
27231,122,0,2048,Cedar Grove,
27233,303,4,3647,Climax,
27235,436,12,4575,Colfax,
27239,901,13,9629,Denton,
27242,185,3,2668,Eagle Springs,
27243,299,2,4665,Efland,
27244,2212,27,16259,Elon,
27248,390,5,4835,Franklinville,
27249,1152,10,13355,Gibsonville,
27252,113,2,2264,Goldston,
27253,3636,49,31464,Graham,
27258,716,8,7740,Haw River,
27260,2253,41,25696,High Point,
27262,2193,61,24764,High Point,
27263,2173,36,22320,High Point,
27265,4502,57,50038,High Point,
27268,317,0,1695,High Point,
27278,1722,19,27181,Hillsborough,
27281,257,1,3710,Jackson Springs,
27282,1461,23,16597,Jamestown,
27283,258,5,2982,Julian,
27284,5289,74,56201,Kernersville,
27288,2072,47,23585,Eden,
27291,135,0,1538,Leasburg,
27292,3867,35,41465,Lexington,
27295,4067,55,39191,Lexington,
27298,859,10,10440,Liberty,
27299,584,5,5254,Linwood,
27301,1075,18,10019,Mc Leansville,
27302,2729,21,32302,Mebane,
27305,156,1,1585,Milton,
27306,719,17,5945,Mount Gilead,
27310,661,4,8562,Oak Ridge,
27311,265,1,3220,Pelham,
27312,990,26,22205,Pittsboro,
27313,537,21,7288,Pleasant Garden,
27314,68,1,1138,Prospect Hill,
27315,122,0,2140,Providence,
27316,726,15,7156,Ramseur,
27317,1863,23,17851,Randleman,
27320,3291,43,38894,Reidsville,
27325,744,6,7676,Robbins,
27326,329,2,3692,Ruffin,
27330,4020,56,39529,Sanford,
27332,2914,28,33549,Sanford,
27341,495,3,5820,Seagrove,
27343,137,0,1840,Semora,
27344,1953,36,19290,Siler City,
27349,530,5,5850,Snow Camp,
27350,643,8,7508,Sophia,
27355,236,2,3196,Staley,
27356,338,7,3513,Star,
27357,904,17,8325,Stokesdale,
27358,1075,8,15960,Summerfield,
27360,5111,65,48331,Thomasville,
27370,1612,31,14622,Trinity,
27371,885,12,7778,Troy,
27376,827,18,9884,West End,
27377,943,8,9597,Whitsett,
27379,589,25,6057,Yanceyville,
27401,1965,26,20221,Greensboro,
27403,1522,18,21278,Greensboro,
27405,4841,51,52510,Greensboro,
27406,5513,111,60755,Greensboro,
27407,4535,69,49837,Greensboro,
27408,1270,8,17406,Greensboro,
27409,1518,16,17953,Greensboro,
27410,4139,50,56968,Greensboro,
27455,2507,67,29197,Greensboro,
27501,1983,19,21338,Angier,
27502,2514,9,43747,Apex,
27503,195,0,7222,Bahama,
27504,2007,24,16320,Benson,
27505,609,10,7308,Broadway,
27507,162,2,2053,Bullock,
27508,302,1,2340,Bunn,
27509,1790,38,6935,Butner,
27510,844,8,14543,Carrboro,
27511,2127,27,34041,Cary,
27513,2479,24,49003,Cary,
27514,1742,24,32847,Chapel Hill,
27516,2263,17,44117,Chapel Hill,
27517,1220,16,28831,Chapel Hill,
27518,1216,19,22765,Cary,
27519,2728,9,59960,Cary,
27520,4810,64,43958,Clayton,
27521,727,10,7149,Coats,
27522,1156,7,13652,Creedmoor,
27523,779,1,12782,Apex,
27524,1513,18,13532,Four Oaks,
27525,1620,3,15534,Franklinton,
27526,4138,50,54027,Fuquay Varina,
27527,2775,11,30234,Clayton,
27529,5120,66,53854,Garner,
27530,3342,76,40212,Goldsboro,
27531,15,0,666,Goldsboro,
27534,2844,76,31819,Goldsboro,
