ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,1256,7,14872,Advance,
27007,214,0,2136,Ararat,
27009,282,1,2937,Belews Creek,
27011,541,7,5411,Boonville,
27012,2730,49,28954,Clemmons,
27013,607,7,6495,Cleveland,
27014,78,1,957,Cooleemee,
27016,148,2,1682,Danbury,
27017,1063,12,9499,Dobson,
27018,693,5,8221,East Bend,
27019,326,1,4234,Germanton,
27020,666,5,6104,Hamptonville,
27021,1699,44,17979,King,
27022,92,2,1512,Lawsonville,
27023,989,3,12775,Lewisville,
27024,275,3,2683,Lowgap,
27025,983,15,11117,Madison,
27027,347,18,4017,Mayodan,
27028,2682,28,28039,Mocksville,
27030,4237,96,37641,Mount Airy,
27040,997,9,13150,Pfafftown,
27041,705,8,8020,Pilot Mountain,
27042,67,2,720,Pine Hall,
27043,498,6,6442,Pinnacle,
27045,1007,8,9583,Rural Hall,
27046,149,1,1953,Sandy Ridge,
27047,109,0,1279,Siloam,
27048,670,6,8902,Stoneville,
27050,307,3,4084,Tobaccoville,
27051,687,5,8287,Walkertown,
27052,941,23,10061,Walnut Cove,
27053,189,2,3156,Westfield,
27054,299,4,2608,Woodleaf,
27055,1683,24,14521,Yadkinville,
27101,1776,32,24321,Winston Salem,
27103,2991,39,36071,Winston Salem,
27104,2493,32,29383,Winston Salem,
27105,3938,36,40186,Winston Salem,
27106,4285,52,51378,Winston Salem,
27107,4812,41,52432,Winston Salem,
27127,3841,24,38510,Winston Salem,
27157,47,0,5,Winston Salem,
27203,2783,51,21876,Asheboro,
27205,3707,47,34549,Asheboro,
27207,279,2,3806,Bear Creek,
27208,146,2,1691,Bennett,
27209,703,40,4151,Biscoe,
27212,381,1,1600,Blanch,
27214,1021,9,11747,Browns Summit,
27215,4435,71,44892,Burlington,
27217,5075,101,39111,Burlington,
27229,538,17,4014,Candor,
27231,122,0,2048,Cedar Grove,
27233,287,4,3647,Climax,
27235,421,11,4575,Colfax,
27239,841,13,9629,Denton,
27242,183,3,2668,Eagle Springs,
27243,293,2,4665,Efland,
27244,1960,23,16259,Elon,
27248,381,5,4835,Franklinville,
27249,1097,7,13355,Gibsonville,
27252,112,2,2264,Goldston,
27253,3488,45,31464,Graham,
27258,666,8,7740,Haw River,
27260,2160,41,25696,High Point,
27262,2101,60,24764,High Point,
27263,2109,35,22320,High Point,
27265,4354,55,50038,High Point,
27268,307,0,1695,High Point,
27278,1685,19,27181,Hillsborough,
27281,258,0,3710,Jackson Springs,
27282,1411,22,16597,Jamestown,
27283,243,3,2982,Julian,
27284,5054,67,56201,Kernersville,
27288,1804,28,23585,Eden,
27291,130,0,1538,Leasburg,
27292,3717,34,41465,Lexington,
27295,3853,49,39191,Lexington,
27298,841,9,10440,Liberty,
27299,561,4,5254,Linwood,
27301,1033,17,10019,Mc Leansville,
27302,2568,15,32302,Mebane,
27305,157,1,1585,Milton,
27306,684,16,5945,Mount Gilead,
27310,632,4,8562,Oak Ridge,
27311,258,1,3220,Pelham,
27312,960,25,22205,Pittsboro,
27313,523,21,7288,Pleasant Garden,
27314,68,1,1138,Prospect Hill,
27315,119,0,2140,Providence,
27316,707,15,7156,Ramseur,
27317,1803,23,17851,Randleman,
27320,3071,36,38894,Reidsville,
27325,740,5,7676,Robbins,
27326,310,2,3692,Ruffin,
27330,3887,50,39529,Sanford,
27332,2802,26,33549,Sanford,
27341,490,3,5820,Seagrove,
27343,131,0,1840,Semora,
27344,1885,36,19290,Siler City,
27349,508,5,5850,Snow Camp,
27350,610,8,7508,Sophia,
27355,220,2,3196,Staley,
27356,333,8,3513,Star,
27357,878,17,8325,Stokesdale,
27358,1028,7,15960,Summerfield,
27360,4918,60,48331,Thomasville,
27370,1542,29,14622,Trinity,
27371,864,12,7778,Troy,
27376,812,14,9884,West End,
27377,885,7,9597,Whitsett,
27379,570,20,6057,Yanceyville,
27401,1899,26,20221,Greensboro,
27403,1450,18,21278,Greensboro,
27405,4560,46,52510,Greensboro,
27406,5265,111,60755,Greensboro,
27407,4372,68,49837,Greensboro,
27408,1237,7,17406,Greensboro,
27409,1442,14,17953,Greensboro,
27410,3980,47,56968,Greensboro,
27455,2420,66,29197,Greensboro,
27501,1873,17,21338,Angier,
27502,2460,9,43747,Apex,
27503,182,0,7222,Bahama,
27504,1928,22,16320,Benson,
27505,586,8,7308,Broadway,
27507,164,2,2053,Bullock,
27508,301,1,2340,Bunn,
27509,1674,37,6935,Butner,
27510,831,8,14543,Carrboro,
27511,2073,27,34041,Cary,
27513,2384,24,49003,Cary,
